0.0	0
-0.0	-0
2.0	2
0.8112781643867493	0.811278
1234567.0	1.23457e+06
1.2345670256763697e-05	1.23457e-05
123.45600128173828	123.456
1.5	1.5
0.10000000149011612	0.1
0.3333333134651184	0.333333
999999.5	1e+06
1000000.0	1e+06
9999999.0	1e+07
9.999999747378752e-05	0.0001
9.999999747378752e-06	1e-05
3.1415927410125732	3.14159
2.7182817459106445	2.71828
1.0000000116860974e-07	1e-07
10000000.0	1e+07
100000000.0	1e+08
5.5	5.5
100.0	100
100000.0	100000
999999.0	999999
12345678.0	1.23457e+07
0.5	0.5
0.25	0.25
0.125	0.125
200.0	200
2000.5	2000.5
42.0	42
0.7219281196594238	0.721928
1.4729350805282593	1.47294
6.020000172718952e+23	6.02e+23
1.599999949224836e-19	1.6e-19
99.9999008178711	99.9999
99.99999237060547	100
0.9999989867210388	0.999999
1.0000009536743164	1
9.999999747378752e-06	1e-05
9.999999747378752e-05	0.0001
12345.599609375	12345.6
0.000123456004075706	0.000123456
2.4999999292951713e-10	2.5e-10
1.797693041465515e+38	1.79769e+38
